property_type,sector,society,price,area,price_per_sqft,built_up_area,carpet_area,super_built_up_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,sector 112,experion windchants,3.29,2802.0,11741.61,2225.56,,2802.0,3,3,3+,2.0,South,Relatively New,0,1,0,0,0,2,152,934.0
house,sector 48,vipul tatvam villa,7.8,3370.0,23145.4,3240.0,,,4,4,3+,2.0,North-East,Relatively New,1,1,1,1,0,2,145,842.5
flat,sector 81,bestech park view ananda,0.88,1094.0,8043.88,,1094.0,1360.0,2,2,3,8.0,West,Relatively New,1,0,0,0,0,2,95,547.0
flat,sector 39,milan cghs 9,2.0,2400.0,8333.33,2400.0,,,3,3,3+,0.0,,Undefined,0,0,0,0,0,1,0,800.0
flat,sector 99a,pareena coban residences,1.02,1160.0,8793.1,1430.0,1160.0,1550.0,2,2,3,3.0,North,Relatively New,1,0,0,0,0,1,174,580.0
flat,sector 85,ss the leaf,1.83,2405.0,7609.15,1925.0,1875.0,2408.0,3,4,3,9.0,North-East,Relatively New,0,0,0,0,0,1,49,801.6666666666666
flat,sector 58,ireo the grand arch,2.2,1632.0,13480.39,1432.0,1232.0,1632.0,2,2,1,5.0,North-East,Relatively New,1,0,0,0,0,2,94,816.0
flat,sector 61,smart world orchard,1.65,1200.0,13750.0,,1200.0,,2,2,2,1.0,,Under Construction,1,0,0,0,0,1,16,600.0
flat,sector 99,assotech blith,1.9,2835.0,6701.94,2835.0,,,4,4,3+,2.0,North-East,Undefined,0,0,0,0,0,1,51,708.75
flat,sector 61,smart world orchard,1.85,1250.0,14800.0,,1250.0,,2,2,2,3.0,,New Property,0,0,0,0,0,1,44,625.0
flat,sohna road,signature global park,0.67,1210.0,5537.19,,,1210.0,2,2,3,4.0,North-East,Relatively New,0,0,0,1,0,1,127,605.0
flat,sector 70,shree vardhman victoria,1.78,1950.0,9128.21,,,1950.0,3,3,3+,7.0,North-East,Relatively New,0,1,0,0,1,1,49,650.0
flat,sector 48,parsvnath green ville,1.6,1910.0,8376.96,1700.0,1600.0,1910.0,3,3,3,13.0,North-West,Old Property,0,0,0,0,1,2,119,636.6666666666666
house,sector 48,vipul world,3.35,6000.0,5583.33,6000.0,,,6,5,3+,3.0,South,Undefined,0,0,0,0,0,1,53,1000.0
flat,sector 85,ss the leaf,2.2,3173.0,6933.5,,,2812.0,4,5,3+,4.0,East,Relatively New,0,0,0,0,0,1,106,793.25
flat,sector 70a,capital residences 360,1.69,1976.0,8552.63,1900.0,1650.0,1976.0,3,3,3+,8.0,North-East,New Property,0,1,0,0,0,1,165,658.6666666666666
flat,sector 109,raheja atharva,0.79,996.0,7931.73,,996.0,1457.0,3,2,2,3.0,,Relatively New,0,0,0,0,0,2,44,332.0
flat,sector 86,ansal heights 86,1.25,1690.0,7396.45,,,1690.0,3,2,1,2.0,,New Property,0,0,0,0,0,1,100,563.3333333333334
flat,sector 24,ambience lagoon,4.25,3200.0,13281.25,,3156.0,3200.0,3,4,3+,3.0,East,Old Property,0,1,1,0,0,2,131,1066.6666666666667
flat,sector 33,central park flower valley,1.35,1300.0,10384.62,,1300.0,,3,2,2,3.0,West,New Property,0,0,0,0,0,1,87,433.3333333333333
flat,sector 92,sare crescent parc,1.0,1950.0,5128.21,,1950.0,,4,3,2,1.0,East,Relatively New,0,0,0,0,0,1,49,487.5
flat,sector 85,ss the leaf,2.13,2812.0,7574.68,2600.0,2200.0,2812.0,4,4,3,2.0,North,Relatively New,0,0,0,0,0,1,49,703.0
flat,sector 66,emaar mgf the palm drive,3.45,2200.0,15681.82,2000.0,1800.0,2200.0,3,4,3,6.0,East,Relatively New,0,1,0,0,0,2,95,733.3333333333334
house,sector 45,independent,17.0,4500.0,37777.78,4500.0,,,5,8,3+,3.0,North-East,Relatively New,1,1,1,1,0,0,152,900.0
flat,sector 108,raheja vedaanta,1.0,2060.0,4854.37,2060.0,1890.0,,2,2,2,0.0,North,Undefined,0,0,0,0,0,1,0,1030.0
house,sector 25,independent,6.5,1800.0,36111.11,1800.0,,,4,4,3+,2.0,North-East,Moderately Old,1,1,1,1,0,1,61,450.0
flat,sector 81,dlf the ultima,2.21,2132.0,10365.85,,1650.0,2132.0,3,3,3+,3.0,South,Relatively New,0,1,0,0,0,0,149,710.6666666666666
flat,sector 65,m3m heights,3.29,1828.0,17997.81,,,1828.0,3,3,3,33.0,East,New Property,0,0,0,0,0,1,49,609.3333333333334
flat,sector 3,godrej habitat,1.35,1056.0,12784.09,1056.0,912.0,,2,2,0,4.0,North-East,Undefined,0,0,0,0,0,1,60,528.0
flat,sector 109,sbtl caladium,1.88,3055.0,6153.85,,,3055.0,4,5,3,10.0,North-East,Relatively New,0,0,0,0,0,1,110,763.75
flat,sector 86,ansal heights 86,0.64,1360.0,4705.88,1360.0,,,2,2,1,3.0,,New Property,0,0,0,0,0,1,73,680.0
house,sector 109,international city by sobha phase 2,11.3,4500.0,25111.11,480.0,460.0,,7,5,3+,4.0,East,Relatively New,1,1,0,1,1,1,49,642.8571428571429
house,sector 2,ansals palam vihar,5.7,3870.0,14728.68,4550.0,4450.0,,5,5,2,2.0,North-East,Old Property,0,0,0,1,0,0,94,774.0
flat,sector 79,godrej,1.41,1567.0,8998.09,,1572.0,,2,2,3,3.0,,New Property,1,0,0,0,0,1,104,783.5
flat,sector 67,m3m merlin,3.5,2358.0,14843.09,,,2358.0,3,4,3+,15.0,South,Relatively New,0,1,0,0,0,2,158,786.0
flat,sector 85,ss the leaf,1.99,2298.0,8659.7,2398.0,2298.0,2408.0,3,4,3+,17.0,East,Relatively New,0,1,0,0,0,2,174,766.0
flat,sector 63,adani brahma samsara vilasa,3.4,3400.0,10000.0,,,3400.0,3,3,3+,1.0,West,New Property,0,0,0,0,0,1,99,1133.3333333333333
flat,sector 79,supertech araville,0.71,1171.0,6063.19,,1250.0,1295.0,2,2,3+,17.0,North,New Property,0,0,0,0,1,1,53,585.5
flat,sector 67a,ireo the corridors,1.7,1727.0,9843.66,,1017.0,1727.0,3,3,2,10.0,North-East,New Property,0,1,0,0,1,2,44,575.6666666666666
house,sector 43,sushant lok 1 builder floors,10.85,3762.0,28841.04,3762.0,,,8,8,3,3.0,West,Moderately Old,1,1,1,1,0,0,160,470.25
flat,sector 81,signature global city 81,0.8,546.0,14652.01,,546.0,,2,2,2,4.0,North,Under Construction,1,0,0,0,0,1,36,273.0
flat,sohna road,breez global hill view,0.35,554.0,6317.69,,554.1255719999999,,2,2,2,14.0,West,New Property,0,0,0,0,0,1,53,277.0
flat,sector 67a,ireo the corridors,2.08,1727.0,12044.01,,,1727.0,3,3,2,6.0,,Under Construction,0,0,0,0,1,1,55,575.6666666666666
flat,sector 22,ambience creacions,4.63,3090.0,14983.82,,,3090.0,3,5,3+,5.0,North-East,New Property,0,1,0,0,1,1,120,1030.0
house,sector 26,independent,5.8,4518.0,12837.54,4518.0,,,4,4,3+,4.0,,Old Property,0,0,0,0,0,1,38,1129.5
flat,sohna road,eldeco accolade,1.35,2200.0,6136.36,,2200.0,,3,3,3,2.0,,New Property,0,1,0,0,0,1,72,733.3333333333334
flat,sector 102,shapoorji pallonji joyville gurugram,1.8,1692.0,10638.3,,,1692.0,3,3,3,1.0,East,Relatively New,0,0,0,0,0,1,141,564.0
flat,sector 65,emaar mgf emerald floors premier,2.0,1650.0,12121.21,,1650.0,,3,3,3,1.0,North-West,Relatively New,0,1,0,0,0,2,124,550.0
flat,sector 107,signature global solera,0.28,493.0,5679.51,,489.0,,2,2,2,11.0,North,Relatively New,0,0,0,0,0,1,29,246.5
flat,sector 63a,signature global city 63a,1.4,1235.0,11336.03,,1235.0,,2,2,2,3.0,East,Under Construction,0,0,0,0,1,1,0,617.5
house,sector 50,independent,10.55,3240.0,32561.73,3240.0,,,5,5,3,2.0,,Moderately Old,1,1,0,0,0,1,42,648.0
flat,sector 85,ss the leaf,1.12,1736.0,6451.61,1485.0,1335.0,1741.0,2,2,3,10.0,East,Relatively New,0,0,0,0,1,1,49,868.0
flat,sector 54,dlf the grove,5.7,1382.0,41244.57,1382.0,,,3,3,3,1.0,East,Undefined,0,0,0,0,0,1,46,460.6666666666667
flat,sector 86,dlf new town heights,1.27,1930.0,6580.31,1800.0,1450.0,1930.0,3,4,3,19.0,South-West,Relatively New,0,1,0,1,0,1,126,643.3333333333334
flat,sector 67,ireo victory valley,2.95,2411.0,12235.59,,1906.0,2411.0,3,3,3,10.0,North-West,Relatively New,0,1,0,0,0,2,174,803.6666666666666
flat,sector 82,vatika the seven lamps,1.37,1565.0,8753.99,2000.0,1565.0,2160.0,3,3,3,11.0,South,Relatively New,1,1,0,1,0,2,145,521.6666666666666
house,sector 9,independent,3.4,2628.0,12937.6,2628.0,,,9,9,3,3.0,West,Moderately Old,0,0,0,0,0,2,61,292.0
flat,sector 90,dlf regal gardens,1.29,1430.0,9020.98,1540.0,1430.0,1702.0,3,3,3,7.0,East,Relatively New,1,0,0,0,0,1,174,476.6666666666667
flat,sector 90,dlf regal gardens,1.25,1935.0,6459.95,1650.0,1600.0,1703.0,3,3,3,10.0,South,Relatively New,0,0,0,0,1,2,38,645.0
flat,sector 89,greenopolis,0.65,1251.0,5195.84,,1251.0,,2,2,2,15.0,,Under Construction,0,0,0,0,0,1,37,625.5
house,sector 105,independent,1.2,1186.0,10118.04,1185.51,,,3,2,1,2.0,North-West,Old Property,0,0,0,0,0,1,9,395.3333333333333
flat,sector 56,sukhshanti apartment,1.7,2200.0,7727.27,2200.0,1610.0,,3,3,3,4.0,South,Moderately Old,1,0,0,0,0,1,49,733.3333333333334
flat,sector 69,tulip violet,1.55,1578.0,9822.56,,,1578.0,3,3,2,5.0,North-East,Relatively New,0,0,0,1,0,1,99,526.0
flat,sector 108,experion the heartsong,1.65,2003.0,8237.64,1771.32,1302.01,2003.0,3,4,3,3.0,North-West,Moderately Old,1,0,0,0,0,2,75,667.6666666666666
flat,sector 107,signature global solera,0.28,480.0,5833.33,,489.0,,2,2,2,0.0,North-East,Relatively New,0,0,0,0,0,1,45,240.0
flat,sector 85,orris aster court premier,1.2,2120.0,5660.38,1650.0,1550.0,2120.0,3,4,2,6.0,North-East,Relatively New,0,1,0,0,0,1,28,706.6666666666666
flat,sector 70a,aipl club residences,0.85,930.0,9139.78,,,930.0,2,2,2,5.0,South-East,Relatively New,0,0,0,0,0,2,45,465.0
flat,sector 107,signature global solera,0.51,645.0,7906.98,,645.0,,3,2,2,9.0,South,Relatively New,0,0,0,0,1,1,15,215.0
house,sector 55,independent,1.45,540.0,26851.85,60.0,,,1,4,3+,4.0,East,Relatively New,0,0,1,0,0,1,70,540.0
flat,sector 110,indiabulls enigma,4.1,3880.0,10567.01,3500.0,3000.0,3880.0,5,5,2,10.0,East,Relatively New,0,1,0,0,0,1,159,776.0
house,sector 3,independent,0.9,1008.0,8928.57,112.0,,,3,3,0,2.0,,Undefined,0,0,0,0,0,1,0,336.0
house,sector 41,independent,1.65,1200.0,13750.0,1200.0,,,1,1,0,1.0,,Undefined,0,0,0,0,0,1,0,1200.0
flat,sector 59,conscient elevate,6.75,3395.0,19882.18,,1855.0,3395.0,4,4,2,10.0,,New Property,0,1,0,0,0,1,31,848.75
flat,sector 65,emaar mgf emerald estate,1.7,809.0,21013.6,,809.0,1395.0,3,3,3,7.0,South-East,Relatively New,1,0,0,0,0,2,116,269.6666666666667
house,sector 2,independent,3.0,1557.0,19267.82,1557.0,,,6,4,3+,3.0,South,Old Property,0,0,0,0,0,2,28,259.5
flat,sector 107,signature global solera 2,0.5,560.0,8928.57,,560.0,,2,2,2,13.0,,New Property,0,0,0,0,0,1,8,280.0
flat,sector 65,m3m heights,2.78,1829.0,15199.56,,,1828.0,3,3,3,44.0,,Undefined,0,0,0,0,0,1,56,609.6666666666666
flat,sector 43,dlf the grove,6.0,2400.0,25000.0,,2400.0,,4,4,2,1.0,South-West,Under Construction,0,1,0,0,0,2,49,600.0
flat,sector 66,emaar mgf the palm drive,2.85,1950.0,14615.38,1920.0,1550.0,1950.0,3,3,3,11.0,North-East,Relatively New,1,0,0,0,0,2,67,650.0
flat,sohna road,breez global heights,0.46,710.0,6478.87,,710.0,,2,2,2,6.0,East,Relatively New,0,0,0,0,0,0,49,355.0
flat,sector 91,tarc maceo,0.95,1596.0,5952.38,,,1310.0,2,2,2,10.0,East,Relatively New,0,0,0,0,0,1,77,798.0
flat,sector 108,experion the heartsong,1.55,2003.0,7738.39,1750.0,1550.0,2003.0,3,3,3+,7.0,North-East,Relatively New,0,1,0,1,0,2,174,667.6666666666666
house,sector 40,independent,5.0,2367.0,21123.79,2367.0,,,9,9,3+,3.0,North-West,Moderately Old,0,1,1,0,0,2,83,263.0
flat,sector 106,paras dews,1.15,1900.0,6052.63,1305.0,1173.0,1900.0,3,4,3,5.0,North-West,Relatively New,1,1,0,0,0,1,49,633.3333333333334
flat,sector 108,raheja vedaanta,0.7,1505.0,4651.16,1505.0,,,2,2,2,12.0,South,Undefined,0,0,0,0,0,1,0,752.5
flat,sector 88b,vatika xpressions,1.1,1350.0,8148.15,1350.0,1050.0,,2,4,3+,2.0,North-East,Under Construction,1,0,0,0,0,1,58,675.0
flat,sector 65,m3m skycity,3.0,1828.0,16411.38,,,1828.0,3,3,3,17.0,East,Under Construction,0,0,0,0,0,1,99,609.3333333333334
flat,sohna road,ashiana mulberry,0.9,1465.0,6143.34,1100.0,1000.0,1465.0,2,2,3+,7.0,North-East,Moderately Old,1,0,0,0,0,2,156,732.5
flat,sector 48,central park 2 bellevue,5.0,4300.0,11627.91,,4300.0,,3,4,3,14.0,North-East,Moderately Old,0,0,0,0,0,1,82,1433.3333333333333
flat,sector 65,m3m heights,2.15,1433.0,15003.49,1433.0,,,2,2,3+,28.0,East,Undefined,0,0,0,0,0,1,48,716.5
house,sector 27,independent,4.25,1350.0,31481.48,161.0,150.0,,5,5,3+,3.0,East,Relatively New,0,1,0,1,0,2,49,270.0
flat,sector 104,godrej summit,1.3,1440.0,9027.78,,,1440.0,3,2,3+,16.0,,Relatively New,1,0,1,1,0,2,0,480.0
flat,sector 60,ireo skyon,3.75,2800.0,13392.86,2650.0,2350.0,2800.0,4,4,3,12.0,North,Relatively New,0,1,0,0,0,2,49,700.0
flat,sohna road,ashiana anmol,0.88,791.0,11125.16,,791.0,1275.0,2,2,2,13.0,East,Relatively New,0,0,0,0,0,0,127,395.5
flat,sector 1,dnha cghs,0.85,2200.0,3863.64,2200.0,,,3,3,0,5.0,,Undefined,0,0,0,0,0,1,0,733.3333333333334
flat,sector 89,ace palm floors,0.97,1234.0,7860.62,,1234.0,,2,2,2,1.0,,New Property,1,0,0,0,0,1,28,617.0
house,sector 24,independent,1.45,4860.0,2983.54,540.0,,,3,3,1,,,Old Property,0,0,0,0,0,1,9,1620.0
flat,sector 69,tulip violet,1.3,1539.0,8447.04,,,1538.0,3,3,1,12.0,West,Relatively New,0,0,0,1,0,2,94,513.0
flat,sector 28,suncity platinum towers,7.0,3150.0,22222.22,,1913.0,3150.0,4,3,2,10.0,North,Moderately Old,0,1,0,0,0,1,31,787.5
flat,sector 69,tulip violet,1.43,1609.0,8887.51,,1039.0,1608.0,3,3,2,1.0,South-West,Relatively New,0,0,0,1,0,1,86,536.3333333333334
flat,sector 37d,ramprastha primera,1.02,1700.0,6000.0,,,1700.0,3,2,3,22.0,,Under Construction,0,0,0,0,0,1,43,566.6666666666666
flat,sector 36a,avl 36 gurgaon,0.75,1000.0,7500.0,,727.0,1000.0,2,2,2,5.0,North-East,Relatively New,0,0,0,0,0,1,26,500.0
flat,sector 54,suncity heights,3.25,2302.0,14118.16,,2302.0,,3,3,3+,0.0,East,Old Property,0,0,0,1,0,2,120,767.3333333333334
flat,sector 28,dlf regency park,1.35,1150.0,11739.13,1120.0,1050.0,1150.0,2,2,2,14.0,East,Old Property,0,0,1,0,0,1,66,575.0
flat,sector 109,sbtl caladium,1.63,2545.0,6404.72,,,2545.0,3,3,2,8.0,North-West,Relatively New,0,1,0,0,0,1,159,848.3333333333334
flat,sector 99a,pareena coban residences,1.4,1997.0,7010.52,,,1997.0,3,5,3+,6.0,,New Property,0,0,0,0,0,1,15,665.6666666666666
house,sector 2,independent,2.95,1845.0,15989.16,1845.0,,,4,4,3+,2.0,North-West,Old Property,0,0,0,0,0,1,27,461.25
flat,sector 67,ireo victory valley,3.49,2685.0,12998.14,,2452.0,,3,3,3,19.0,South-East,Relatively New,0,1,0,0,0,1,103,895.0
flat,sector 47,unitech uniworld gardens,2.4,2086.0,11505.27,,,2086.0,3,3,3+,10.0,,Moderately Old,0,1,0,0,0,2,120,695.3333333333334
flat,sohna road,signature the serenas,0.42,531.0,7909.6,,531.0,,2,2,1,12.0,,New Property,0,0,0,0,0,1,54,265.5
flat,sector 79,godrej,1.34,1572.0,8524.17,,,1572.0,3,3,3,7.0,East,Relatively New,0,0,0,0,0,1,158,524.0
flat,sector 62,emaar digihomes,2.1,1473.0,14256.62,,,1508.26,2,2,2,30.0,North,New Property,0,1,0,0,0,1,52,736.5
flat,sector 106,paras dews,1.05,1385.0,7581.23,,1385.0,,2,2,2,5.0,West,New Property,0,0,0,0,0,1,97,692.5
flat,sector 68,m3m ikonic,1.8,1950.0,9230.77,1845.0,1530.0,1950.0,3,3,3+,18.0,North-East,Relatively New,0,0,0,0,0,2,126,650.0
flat,sector 83,vatika gurgaon,1.15,1980.0,5808.08,1350.0,1308.0,1980.0,3,3,2,3.0,South,Relatively New,1,1,1,1,0,2,165,660.0
flat,sector 65,emaar mgf emerald floors premier,3.5,1975.0,17721.52,,,1975.0,4,4,3,4.0,East,Relatively New,0,1,0,0,0,1,114,493.75
flat,sector 104,puri emerald bay,2.65,1766.0,15005.66,,1765.73,2450.0,3,4,3,15.0,North-East,Relatively New,0,1,0,0,0,2,174,588.6666666666666
flat,sector 65,m3m skycity,2.0,1310.0,15267.18,,,1310.0,2,2,2,16.0,East,New Property,0,0,0,0,0,2,174,655.0
house,sector 63,signature global city 63a,1.5,2385.0,6289.31,2385.0,,,3,3,2,1.0,,New Property,0,0,0,0,0,1,0,795.0
flat,sector 86,pyramid elite,0.45,574.0,7839.72,,573.500592,,2,2,1,12.0,,Under Construction,0,0,0,0,0,1,30,287.0
flat,sector 57,bptp freedom park life,2.5,2250.0,11111.11,,,2250.0,3,3,3,9.0,,Moderately Old,0,0,0,0,0,1,55,750.0
flat,sector 103,ansal housing highland park,2.0,2670.0,7490.64,,,2670.0,4,5,3+,14.0,,New Property,0,1,0,0,0,1,45,667.5
flat,sector 9a,oriental valley chs,1.5,1850.0,8108.11,,1850.0,,4,3,3+,8.0,,Moderately Old,0,0,0,0,0,1,35,462.5
flat,sector 52,huda housing board society,0.45,462.0,9740.26,,461.77131,,1,1,0,0.0,North-West,Moderately Old,0,0,0,1,0,2,43,462.0
flat,sector 90,dlf regal gardens,1.8,2492.0,7223.11,,,2215.0,4,4,3+,7.0,South-West,Moderately Old,0,0,0,0,0,1,38,623.0
flat,sector 90,mrg world ultimus,0.5,716.0,6983.24,,716.0,,2,2,2,1.0,North-East,Under Construction,0,0,0,0,0,1,21,358.0
flat,sector 109,ats tourmaline,1.75,2150.0,8139.53,,,2150.0,3,4,3+,9.0,North-East,Relatively New,0,1,0,0,0,1,94,716.6666666666666
flat,sector 69,tulip violet,1.51,1578.0,9569.07,,1100.0,1578.0,3,3,2,0.0,West,Relatively New,0,0,0,1,0,0,165,526.0
flat,sector 92,raheja sampada,0.9,1370.0,6569.34,,,1370.0,3,2,3,11.0,East,Relatively New,0,0,0,0,0,1,88,456.6666666666667
flat,sector 99,assotech blith,0.82,1365.0,6007.33,1365.0,,,2,2,3,0.0,,Undefined,0,0,0,0,0,1,51,682.5
flat,sector 49,vatika city,2.65,2251.0,11772.55,1750.75,,2251.42,3,4,3,11.0,East,Moderately Old,0,1,0,1,0,2,140,750.3333333333334
flat,sector 92,sare green parc,0.85,1261.0,6740.68,1261.0,,,3,2,2,14.0,,Undefined,0,0,0,0,0,1,0,420.3333333333333
house,sector 66,emaar mgf marbella,8.8,2115.0,41607.57,267.0,,,4,4,3+,3.0,South-East,Relatively New,0,1,1,1,0,1,107,528.75
flat,sector 49,orchid petals,2.09,1805.0,11578.95,,,1805.0,3,3,3,0.0,South,Relatively New,0,0,0,0,0,1,49,601.6666666666666
house,sector 109,international city by sobha phase 1,5.75,3500.0,16428.57,4800.0,3500.0,,4,4,2,3.0,South-East,Relatively New,0,1,0,0,0,1,146,875.0
flat,sector 90,shree vardhman flora,0.65,1300.0,5000.0,,,1300.0,2,2,2,12.0,East,Old Property,1,0,0,0,0,1,103,650.0
flat,sector 81,dlf the ultima,2.2,1966.0,11190.23,,,2100.0,3,4,3+,7.0,North-East,Relatively New,0,1,0,0,0,0,104,655.3333333333334
flat,sector 113,m3m capital,2.87,2298.0,12489.12,,2298.0,,4,4,3+,3.0,North-East,Under Construction,0,1,0,0,0,1,65,574.5
house,sector 47,independent,4.6,1728.0,26620.37,1728.0,,,2,6,3+,4.0,,Moderately Old,0,0,0,0,0,0,51,864.0
flat,sector 56,sobha smriti apartments,0.5,600.0,8333.33,,600.0,,1,1,2,3.0,,Undefined,0,0,0,0,0,1,0,600.0
house,sector 57,sector 57 huda,3.8,1458.0,26063.1,162.0,160.0,,2,8,3+,4.0,East,Relatively New,0,0,1,1,0,2,94,729.0
flat,sector 48,bestech park view city,2.65,2567.0,10323.33,,1750.0,2567.0,4,4,3+,11.0,North-East,Moderately Old,1,1,0,0,0,2,174,641.75
flat,sector 104,godrej summit,1.3,1647.0,7893.14,,,1647.0,3,3,3,8.0,,New Property,0,0,0,0,1,1,103,549.0
flat,sector 81,dlf the ultima,2.3,2103.0,10936.76,1617.0,1257.0,2103.0,3,3,3+,19.0,East,Relatively New,1,1,0,1,1,0,49,701.0
flat,sector 92,sare petioles,1.3,2040.0,6372.55,2040.0,,,4,4,0,7.0,,Undefined,0,0,0,0,0,1,0,510.0
flat,sector 102,shapoorji pallonji joyville gurugram,1.76,1721.0,10226.61,,,1692.0,3,3,3,1.0,North-East,Relatively New,0,0,0,0,0,1,100,573.6666666666666
flat,sector 92,sare green parc,0.85,1300.0,6538.46,1300.0,,,3,2,2,20.0,,Undefined,0,0,0,0,0,1,0,433.3333333333333
house,sector 67,ireo victory valley,8.0,3600.0,22222.22,3600.0,,,6,7,3+,3.0,North-East,Moderately Old,1,1,1,1,0,2,151,600.0
house,sector 25,independent,4.31,1350.0,31925.93,1350.0,,,5,4,3,3.0,North,Old Property,0,0,0,0,0,1,40,270.0
flat,sector 99a,raheja vanya,0.59,1484.0,3975.74,,,1252.13,2,2,3,1.0,East,Under Construction,0,0,0,0,1,1,96,742.0
flat,sector 56,the lions cghs,2.09,2400.0,8708.33,2300.0,2200.0,2400.0,4,4,3+,7.0,East,Relatively New,0,0,0,0,1,2,125,600.0
flat,sector 106,paras dews,0.88,1385.0,6353.79,940.0,845.0,1385.0,2,2,3+,1.0,South,Relatively New,0,0,0,0,0,1,49,692.5
house,sector 63a,birla navya,3.85,2494.0,15437.05,,2494.0,,3,3,3+,4.0,,New Property,0,1,0,0,0,2,160,831.3333333333334
flat,sector 43,ansal maple heights,1.5,1185.0,12658.23,1385.0,1185.0,1400.0,3,3,3+,7.0,North-East,Old Property,0,0,1,0,0,2,174,395.0
flat,sector 4,cancon enclave,1.05,1350.0,7777.78,,1350.0,,3,2,2,2.0,,New Property,0,0,0,0,0,2,0,450.0
flat,sector 77,emaar mgf palm hills,1.55,1950.0,7948.72,1800.0,1702.0,1950.0,4,4,3+,2.0,North-East,Relatively New,1,1,0,0,0,0,49,487.5
flat,sohna road,mvn athens,0.27,458.0,5895.2,,457.788667,,2,2,1,4.0,South-East,Relatively New,0,0,0,0,1,2,35,229.0
flat,sector 89,smart world gems,0.9,1105.0,8144.8,1105.0,,,2,2,2,1.0,,Undefined,0,0,0,0,0,1,45,552.5
flat,sector 113,la vida by tata housing,3.05,2690.0,11338.29,2600.0,2240.0,2690.0,3,4,3,15.0,North-East,New Property,0,1,0,0,0,1,174,896.6666666666666
flat,sohna road,hcbs sports ville,0.24,324.0,7407.41,,324.0,,1,1,2,1.0,North,New Property,0,0,0,0,0,1,68,324.0
flat,sector 85,orris carnation residency,0.8,1647.0,4857.32,1390.0,1275.0,1645.0,3,4,3,4.0,West,Relatively New,0,1,0,0,0,2,40,549.0
flat,sector 95,sidhartha ncr greens,0.6,1076.0,5576.21,,,1076.0,2,2,2,14.0,,Relatively New,1,0,0,0,0,1,31,538.0
flat,sector 53,vipul belmonte,6.0,2450.0,24489.8,,,2450.0,3,4,3+,6.0,North-West,Moderately Old,0,1,0,0,1,2,26,816.6666666666666
flat,sector 92,bestech park view sanskruti,1.42,1830.0,7759.56,,,1920.0,3,3,2,10.0,East,Relatively New,0,0,0,0,0,1,117,610.0
flat,sector 67a,ireo the corridors,1.4,1484.0,9433.96,,860.0,1484.0,2,2,2,8.0,North,Relatively New,1,0,0,0,1,1,90,742.0
house,sector 55,independent,5.0,1125.0,44444.44,115.0,100.0,,2,9,3+,5.0,East,New Property,0,0,0,0,1,2,44,562.5
flat,sector 85,godrej air,2.6,2129.0,12212.31,2129.0,,,3,3,3,17.0,,Under Construction,0,1,0,0,0,1,44,709.6666666666666
flat,sector 69,tulip violet,1.95,2010.0,9701.49,,,2010.0,4,4,2,0.0,West,Relatively New,0,0,0,0,0,1,157,502.5
flat,sector 81,dlf the ultima,2.2,2100.0,10476.19,,,2100.0,3,4,3+,17.0,East,Relatively New,0,1,0,0,0,0,49,700.0
flat,sector 12,allure homes,0.72,990.0,7272.73,,990.0,,2,2,1,2.0,,Relatively New,0,0,0,0,1,2,16,495.0
flat,sector 111,tashee capital gateway,0.96,1477.0,6499.66,,,1478.0,2,2,1,4.0,North,Under Construction,1,0,0,0,0,1,53,738.5
flat,sector 48,bestech park view city,1.76,1776.0,9909.91,1576.0,1476.0,1776.0,3,3,3+,9.0,South,Moderately Old,0,1,0,1,0,2,158,592.0
flat,sector 33,godrej nature plus,1.2,835.0,14371.26,,77.53,,2,2,3,1.0,,New Property,0,0,0,0,0,1,65,417.5
house,sector 3 phase 3 extension,independent,1.5,3000.0,5000.0,3000.0,,,6,1,0,1.0,,New Property,0,0,0,0,0,1,0,500.0
flat,sector 62,pioneer araya,7.56,4200.0,18000.0,4200.0,,,4,4,3+,23.0,West,Relatively New,0,1,0,1,0,2,87,1050.0
flat,sector 22,ambience creacions,2.55,1860.0,13709.68,1600.0,1400.0,1860.0,3,3,3,5.0,North-East,Relatively New,0,0,0,0,0,0,49,620.0
house,sector 25,independent,9.9,3375.0,29333.33,3375.0,,,5,5,2,2.0,South-East,Moderately Old,0,0,0,1,0,2,106,675.0
flat,sector 50,the close north,3.0,2605.0,11516.31,,,2605.0,3,3,3+,14.0,North,Old Property,0,1,0,0,0,2,121,868.3333333333334
flat,sector 109,ats tourmaline,1.72,2150.0,8000.0,1797.0,,2150.0,3,4,3+,7.0,South-West,Relatively New,0,1,0,0,0,1,167,716.6666666666666
flat,sector 70,krrish florence estate,1.3,2321.0,5601.03,1865.0,,,3,3,3,17.0,,Under Construction,0,0,0,0,0,2,61,773.6666666666666
flat,sector 54,dlf the crest,11.0,3100.0,35483.87,,3100.0,,4,5,3+,7.0,North-East,Relatively New,1,1,0,1,0,1,49,775.0
flat,sector 69,tulip purple,2.6,2400.0,10833.33,,,2400.0,4,4,3+,4.0,,Moderately Old,0,1,0,0,0,1,37,600.0
house,sector 26,dlf city phase 1,5.5,1800.0,30555.56,1800.0,,,4,4,3,2.0,North-East,Moderately Old,1,1,0,1,0,1,69,450.0
